村志代码 Gazetteer Code,村志书名 Gazetteer Title,old_Category,Is the data available?,Start Year,End Year,Data,Category,Division1,Division2,Division3,Division4,Subdivision
0085,马鼻方志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0085,马鼻方志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0085,马鼻方志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0085,马鼻方志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0085,马鼻方志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0085,马鼻方志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0085,马鼻方志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0085,马鼻方志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0085,马鼻方志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0085,马鼻方志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0085,马鼻方志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0085,马鼻方志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0085,马鼻方志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0085,马鼻方志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0085,马鼻方志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0085,马鼻方志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0085,马鼻方志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0085,马鼻方志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0085,马鼻方志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0085,马鼻方志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0085,马鼻方志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0085,马鼻方志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0085,马鼻方志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0107,柳州·村志 : 柳城卷,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0107,柳州·村志 : 柳城卷,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0107,柳州·村志 : 柳城卷,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0107,柳州·村志 : 柳城卷,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0107,柳州·村志 : 柳城卷,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0107,柳州·村志 : 柳城卷,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0107,柳州·村志 : 柳城卷,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0107,柳州·村志 : 柳城卷,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0107,柳州·村志 : 柳城卷,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0107,柳州·村志 : 柳城卷,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0107,柳州·村志 : 柳城卷,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0107,柳州·村志 : 柳城卷,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0107,柳州·村志 : 柳城卷,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0107,柳州·村志 : 柳城卷,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0107,柳州·村志 : 柳城卷,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0107,柳州·村志 : 柳城卷,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0107,柳州·村志 : 柳城卷,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0107,柳州·村志 : 柳城卷,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0107,柳州·村志 : 柳城卷,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0107,柳州·村志 : 柳城卷,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0107,柳州·村志 : 柳城卷,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0107,柳州·村志 : 柳城卷,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0107,柳州·村志 : 柳城卷,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0107,柳州·村志 : 柳城卷,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0108,柳州·村志 : 柳城卷,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0108,柳州·村志 : 柳城卷,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0108,柳州·村志 : 柳城卷,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0108,柳州·村志 : 柳城卷,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0108,柳州·村志 : 柳城卷,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0108,柳州·村志 : 柳城卷,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0108,柳州·村志 : 柳城卷,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0108,柳州·村志 : 柳城卷,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0108,柳州·村志 : 柳城卷,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0108,柳州·村志 : 柳城卷,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0108,柳州·村志 : 柳城卷,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0108,柳州·村志 : 柳城卷,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0108,柳州·村志 : 柳城卷,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0108,柳州·村志 : 柳城卷,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0108,柳州·村志 : 柳城卷,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0108,柳州·村志 : 柳城卷,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0108,柳州·村志 : 柳城卷,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0108,柳州·村志 : 柳城卷,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0108,柳州·村志 : 柳城卷,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0108,柳州·村志 : 柳城卷,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0108,柳州·村志 : 柳城卷,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0108,柳州·村志 : 柳城卷,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0108,柳州·村志 : 柳城卷,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0108,柳州·村志 : 柳城卷,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0109,柳州·村志 : 柳城卷,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0109,柳州·村志 : 柳城卷,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0109,柳州·村志 : 柳城卷,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0109,柳州·村志 : 柳城卷,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0109,柳州·村志 : 柳城卷,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0109,柳州·村志 : 柳城卷,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0109,柳州·村志 : 柳城卷,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0109,柳州·村志 : 柳城卷,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0109,柳州·村志 : 柳城卷,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0109,柳州·村志 : 柳城卷,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0109,柳州·村志 : 柳城卷,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0109,柳州·村志 : 柳城卷,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0109,柳州·村志 : 柳城卷,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0109,柳州·村志 : 柳城卷,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0109,柳州·村志 : 柳城卷,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0109,柳州·村志 : 柳城卷,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0109,柳州·村志 : 柳城卷,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0109,柳州·村志 : 柳城卷,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0109,柳州·村志 : 柳城卷,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0109,柳州·村志 : 柳城卷,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0109,柳州·村志 : 柳城卷,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0109,柳州·村志 : 柳城卷,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0109,柳州·村志 : 柳城卷,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0109,柳州·村志 : 柳城卷,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0110,柳州·村志 : 柳城卷,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0110,柳州·村志 : 柳城卷,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0110,柳州·村志 : 柳城卷,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0110,柳州·村志 : 柳城卷,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0110,柳州·村志 : 柳城卷,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0110,柳州·村志 : 柳城卷,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0110,柳州·村志 : 柳城卷,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0110,柳州·村志 : 柳城卷,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0110,柳州·村志 : 柳城卷,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0110,柳州·村志 : 柳城卷,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0110,柳州·村志 : 柳城卷,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0110,柳州·村志 : 柳城卷,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0110,柳州·村志 : 柳城卷,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0110,柳州·村志 : 柳城卷,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0110,柳州·村志 : 柳城卷,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0110,柳州·村志 : 柳城卷,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0110,柳州·村志 : 柳城卷,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0110,柳州·村志 : 柳城卷,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0110,柳州·村志 : 柳城卷,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0110,柳州·村志 : 柳城卷,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0110,柳州·村志 : 柳城卷,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0110,柳州·村志 : 柳城卷,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0110,柳州·村志 : 柳城卷,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0110,柳州·村志 : 柳城卷,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0111,柳州·村志 : 柳城卷,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0111,柳州·村志 : 柳城卷,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0111,柳州·村志 : 柳城卷,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0111,柳州·村志 : 柳城卷,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0111,柳州·村志 : 柳城卷,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0111,柳州·村志 : 柳城卷,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0111,柳州·村志 : 柳城卷,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0111,柳州·村志 : 柳城卷,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0111,柳州·村志 : 柳城卷,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0111,柳州·村志 : 柳城卷,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0111,柳州·村志 : 柳城卷,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0111,柳州·村志 : 柳城卷,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0111,柳州·村志 : 柳城卷,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0111,柳州·村志 : 柳城卷,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0111,柳州·村志 : 柳城卷,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0111,柳州·村志 : 柳城卷,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0111,柳州·村志 : 柳城卷,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0111,柳州·村志 : 柳城卷,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0111,柳州·村志 : 柳城卷,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0111,柳州·村志 : 柳城卷,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0111,柳州·村志 : 柳城卷,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0111,柳州·村志 : 柳城卷,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0111,柳州·村志 : 柳城卷,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0111,柳州·村志 : 柳城卷,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0112,柳州·村志 : 柳城卷,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0112,柳州·村志 : 柳城卷,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0112,柳州·村志 : 柳城卷,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0112,柳州·村志 : 柳城卷,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0112,柳州·村志 : 柳城卷,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0112,柳州·村志 : 柳城卷,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0112,柳州·村志 : 柳城卷,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0112,柳州·村志 : 柳城卷,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0112,柳州·村志 : 柳城卷,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0112,柳州·村志 : 柳城卷,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0112,柳州·村志 : 柳城卷,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0112,柳州·村志 : 柳城卷,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0112,柳州·村志 : 柳城卷,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0112,柳州·村志 : 柳城卷,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0112,柳州·村志 : 柳城卷,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0112,柳州·村志 : 柳城卷,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0112,柳州·村志 : 柳城卷,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0112,柳州·村志 : 柳城卷,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0112,柳州·村志 : 柳城卷,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0112,柳州·村志 : 柳城卷,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0112,柳州·村志 : 柳城卷,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0112,柳州·村志 : 柳城卷,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0112,柳州·村志 : 柳城卷,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0112,柳州·村志 : 柳城卷,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0088,传字营村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0088,传字营村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0088,传字营村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0088,传字营村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0088,传字营村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0088,传字营村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0088,传字营村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0088,传字营村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0088,传字营村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0088,传字营村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0088,传字营村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0088,传字营村志,迁出 (户数) Migration Out (number of households),Yes,1970,1978,62,迁出 Migration Out,,,户数 number of households,,
0088,传字营村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0088,传字营村志,知识青年迁出 Educated Youth - Migration Out,Yes,1973,1980,119,迁入 Migration In,,,知识青年 Educated Youth,,
0088,传字营村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),Yes,1980,1982,325,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0088,传字营村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0088,传字营村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0088,传字营村志,迁出 (人数) Migration Out (number of people),Yes,1970,1978,243,迁出 Migration Out,,人数 number of people,,,
0088,传字营村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0088,传字营村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0088,传字营村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
